neigbourhood,add1,add2,postal,des,builtuparea,noofrooms,nooftoilets,price S$,psf S$,agent,ref
Jurong West,"Jurong West, Blk 684C","Blk 684C, Jurong West Street 64, 643684",643684,4 Rooms HDB Flat,1001,3,2,388000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/jurong-west/sale-13666340/
Jurong West,"Jurong West, Blk 632","Blk 632, JURONG WEST STREET 65, 640632",640632,4 Rooms HDB Flat,979,3,3,370000,377.94,Joan Bagus - PROPNEX REALTY PTE LTD,/jurong-west/sale-14100911/
Jurong West,"Jurong West, Blk 664C","Blk 664C, 664C Jurong West Street 64, 643664",643664,4 Rooms HDB Flat,979,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/jurong-west/sale-14110704/
Jurong West,"Jurong West, Blk 664C","Blk 664C, 664C Jurong West Street 64, 643664",643664,4 Rooms HDB Flat,979,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/jurong-west/sale-14109860/
Kallang/Whampoa,"Kallang/Whampoa, Blk 99","Blk 99, WHAMPOA DRIVE, 320099",320099,4 Rooms HDB Flat,980,3,2,375000,382.98,Parry Tiwari  - ERA REALTY NETWORK PTE LTD,/kallang-whampoa/sale-14092280/
Kallang/Whampoa,"Kallang/Whampoa, Blk 93","Blk 93, WHAMPOA DRIVE, 320093",320093,3 Rooms HDB Flat,721,3,1,315000,436.89,Nicholas John A - PROPNEX REALTY PTE LTD,/kallang-whampoa/sale-11043827/
Kallang/Whampoa,"Kallang/Whampoa, Blk 75","Blk 75, WHAMPOA DRIVE, 320075",320075,3 Rooms HDB Flat,721,3,2,350000,485.49,Nicholas John A - PROPNEX REALTY PTE LTD,/kallang-whampoa/sale-13304576/
Pasir Ris,"Pasir Ris, Blk 230","Blk 230, PASIR RIS STREET 21, 510230",510230,4 Rooms HDB Flat,1152,3,2,373000,323.98,Ashley Chai  - ERA REALTY NETWORK PTE LTD,/pasir-ris/sale-13396725/
Pasir Ris,"Pasir Ris, Blk 230","Blk 230, PASIR RIS STREET 21, 510230",510230,4 Rooms HDB Flat,1152,3,2,373000,323.98,Aaron Loon - ERA REALTY NETWORK PTE LTD,/pasir-ris/sale-13400336/
Pasir Ris,"Pasir Ris, Blk 234","Blk 234, PASIR RIS DRIVE 4, 510234",510234,4 Rooms HDB Flat,1140,3,2,390000,342.11,Parry Tiwari  - ERA REALTY NETWORK PTE LTD,/pasir-ris/sale-14100764/
Pasir Ris,"Pasir Ris, Blk 427","Blk 427, PASIR RIS DRIVE 6, 510427",510427,4 Rooms HDB Flat,904,3,2,380000,420.35,Nasser A L - ERA REALTY NETWORK PTE LTD,/pasir-ris/sale-13996325/
Queenstown,"Queenstown, Blk 21","Blk 21, DOVER CRESCENT, 130021",130021,3 Rooms HDB Flat,700,3,1,349000,498.57,Ronnie Ong Eng Hock - ORANGETEE & TIE PTE LTD,/queenstown/sale-14073040/
Queenstown,"Queenstown, Blk 5","Blk 5, GHIM MOH ROAD, 270005",270005,3 Rooms HDB Flat,700,3,1,365000,521.88,Kiegan Chia - CS PROP PTE. LTD.,/queenstown/sale-14063427/
Queenstown,"Queenstown, Blk 21","Blk 21, Dover Crescent, 130021",130021,3 Rooms HDB Flat,699,3,2,368000,371.74721189591077,Jackson Goh - GEX REAL ESTATE PTE LTD,/queenstown/sale-14113052/
Queenstown,"Queenstown, Blk 99","Blk 99, Commonwealth Crescent, 140099",140099,3 Rooms HDB Flat,689,3,1,288000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/queenstown/sale-14044225/
Queenstown,"Queenstown, Blk 99","Blk 99, Commonwealth Crescent, 140099",140099,3 Rooms HDB Flat,689,3,1,288000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/queenstown/sale-14044223/
Sembawang,"Sembawang, Blk 467A","Blk 467A, ADMIRALTY DRIVE, 751467",751467,4 Rooms HDB Flat,1098,3,2,338000,307.97,Patrick Neo - ERA REALTY NETWORK PTE LTD,/sembawang/sale-14077991/
Sembawang,"Sembawang, Blk 360B","Blk 360B, ADMIRALTY DRIVE, 752360",752360,3 Rooms HDB Flat,1023,3,2,325000,317.94,Max Ang - ORANGETEE & TIE PTE LTD,/sembawang/sale-14106405/
Sembawang,"Sembawang, Blk 302","Blk 302, CANBERRA ROAD, 750302",750302,4 Rooms HDB Flat,980,3,2,348000,355.1,Marcus Tan - ERA REALTY NETWORK PTE LTD,/sembawang/sale-14038132/
Sembawang,"Sembawang, Blk 509B","Blk 509B, Wellington Circle, 752509",752509,4 Rooms HDB Flat,969,3,2,368000,371.74721189591077,Joanne Gan - PROPNEX REALTY PTE LTD,/sembawang/sale-14089099/
Sembawang,"Sembawang, Blk 473","Blk 473, Sembawang Drive, 750473",750473,4 Rooms HDB Flat,968,3,2,330000,371.74721189591077,John Khoo - PROPSELLER PTE. LTD.,/sembawang/sale-14108854/
Sembawang,"Sembawang, Blk 485","Blk 485, ADMIRALTY LINK, 750485",750485,4 Rooms HDB Flat,915,3,2,340000,371.58,Chermaine Teo - HUTTONS ASIA PTE LTD,/sembawang/sale-14099418/
Sengkang,"Sengkang, Blk 308A","Blk 308A, Anchorvale Road, 541308",541308,5 Rooms HDB Flat,1184,3,2,399000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/sengkang/sale-13391354/
Sengkang,"Sengkang, Blk 144","Blk 144, RIVERVALE DRIVE, 540144",540144,4 Rooms HDB Flat,1076,3,2,398000,369.89,Pravin Kumar - HUTTONS ASIA PTE LTD,/sengkang/sale-14111633/
Sengkang,"Sengkang, Blk 149","Blk 149, RIVERVALE CRESCENT, 540149",540149,4 Rooms HDB Flat,1076,3,2,400000,371.75,LUT SHASHI RAJ - ORANGETEE & TIE PTE LTD,/sengkang/sale-13851306/
Sengkang,"Sengkang, Blk 410A","Blk 410A, Fernvale Road, 791410",791410,4 Rooms HDB Flat,1022,3,2,389000,371.74721189591077,Anbu.K - ORANGETEE & TIE PTE LTD,/sengkang/sale-14044084/
Sengkang,"Sengkang, Blk 438B","Blk 438B, 438B Sengkang West Avenue, 792438",792438,4 Rooms HDB Flat,1011,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/sengkang/sale-14109859/
Sengkang,"Sengkang, Blk 438B","Blk 438B, 438B Sengkang West Avenue, 792438",792438,4 Rooms HDB Flat,1011,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/sengkang/sale-14109856/
Sengkang,"Sengkang, Blk 438B","Blk 438B, 438B Sengkang West Avenue, 792438",792438,4 Rooms HDB Flat,1011,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/sengkang/sale-14109539/
Sengkang,"Sengkang, Blk 438B","Blk 438B, 438B Sengkang West Avenue, 792438",792438,4 Rooms HDB Flat,1011,3,2,400000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/sengkang/sale-14109538/
Sengkang,"Sengkang, Blk 180C","Blk 180C, RIVERVALE CRESCENT, 543180",543180,4 Rooms HDB Flat,1001,3,2,398000,397.6,Joan Bagus - PROPNEX REALTY PTE LTD,/sengkang/sale-14075204/
Sengkang,"Sengkang, Blk 448A","Blk 448A, SENGKANG WEST WAY, 791448",791448,4 Rooms HDB Flat,990,3,2,390000,393.94,Nasser A L - ERA REALTY NETWORK PTE LTD,/sengkang/sale-13996329/
Sengkang,"Sengkang, Blk 451B","Blk 451B, Sengkang West Way, 792451",792451,4 Rooms HDB Flat,990,3,2,399000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/sengkang/sale-13622405/
Sengkang,"Sengkang, Blk 318C","Blk 318C, Anchorvale Link, 543318",543318,4 Rooms HDB Flat,990,3,2,399000,371.74721189591077,Elvin Tan - PROPNEX REALTY PTE LTD,/sengkang/sale-14112402/
Serangoon,"Serangoon, Blk 308","Blk 308, Serangoon Avenue 2, 550308",550308,4 Rooms HDB Flat,980,3,2,398000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/serangoon/sale-13996401/
Tampines,"Tampines, Blk 147","Blk 147, SIMEI STREET 2, 520147",520147,Executive Maisonette,1560,4,3,768,0.49,Linda Lee - PROPNEX REALTY PTE LTD,/tampines/sale-14106383/
Tampines,"Tampines, Blk 340","Blk 340, Tampines Street 33, 520340",520340,4 Rooms HDB Flat,1194,3,2,365000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/tampines/sale-14060729/
Tampines,"Tampines, Blk 354","Blk 354, TAMPINES STREET 33, 520354",520354,4 Rooms HDB Flat,1162,3,2,390000,335.63,Catherine Soon - ERA REALTY NETWORK PTE LTD,/tampines/sale-14109822/
Tampines,"Tampines, Blk 734","Blk 734, TAMPINES STREET 71, 520734",520734,4 Rooms HDB Flat,1119,3,2,399000,356.57,Joan Bagus - PROPNEX REALTY PTE LTD,/tampines/sale-13717894/
Tampines,"Tampines, Blk 401","Blk 401, TAMPINES STREET 41, 520401",520401,4 Rooms HDB Flat,904,3,2,400000,442.56,Yusof - MINDLINK GROUPS PTE LTD,/tampines/sale-14110354/
Tampines,"Tampines, Blk 401","Blk 401, TAMPINES STREET 41, 520401",520401,4 Rooms HDB Flat,84,3,2,400000,4761.9,Yusof - MINDLINK GROUPS PTE LTD,/tampines/sale-14109966/
Toa Payoh,"Toa Payoh, Blk 1","Blk 1, Lorong 7 Toa Payoh, 310001",310001,3 Rooms HDB Flat,732,3,1,260000,371.74721189591077,Jessie Tan - PROPNEX REALTY PTE LTD,/toa-payoh/sale-14033293/
Toa Payoh,"Toa Payoh, Blk 126","Blk 126, Lorong 1 Toa Payoh, 310126",310126,3 Rooms HDB Flat,721,3,2,328000,454.92,Frederick Foo - MINDLINK GROUPS PTE LTD,/toa-payoh/sale-14038752/
Toa Payoh,"Toa Payoh, Blk 128","Blk 128, LORONG 1 TOA PAYOH, 310128",310128,3 Rooms HDB Flat,721,3,2,350000,485.44,Chanelle K Noor - LHG PROPERTIES PTE LTD.,/toa-payoh/sale-13997527/
Toa Payoh,"Toa Payoh, Blk 115","Blk 115, LORONG 1 TOA PAYOH, 310115",310115,3 Rooms HDB Flat,700,3,1,298000,425.71,KEN CHONG K W - ERA REALTY NETWORK PTE LTD,/toa-payoh/sale-13922132/
Toa Payoh,"Toa Payoh, Blk 25","Blk 25, TOA PAYOH EAST, 310025",310025,3 Rooms HDB Flat,67,3,2,230000,3432.84,Derek Neo - SAVILLS RESIDENTIAL PTE LTD,/toa-payoh/sale-13452600/
Woodlands,"Woodlands, Blk 11","Blk 11, MARSILING DRIVE, 730011",730011,5 Rooms HDB Flat,1356,3,2,335000,247.05,Jeremy Lauw - HUTTONS ASIA PTE LTD,/woodlands/sale-13792835/
Woodlands,"Woodlands, Blk 36","Blk 36, Marsiling Drive, 730036",730036,5 Rooms HDB Flat,1335,3,2,349000,371.74721189591077,Alvin Ong - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13549187/
Woodlands,"Woodlands, Blk 612","Blk 612, WOODLANDS AVENUE 4, 730612",730612,5 Rooms HDB Flat,1302,3,2,395000,303.38,Lye Ai Ling - PROPNEX REALTY PTE LTD,/woodlands/sale-14104988/
Woodlands,"Woodlands, Blk 173","Blk 173, Woodlands Street 13, 730173",730173,5 Rooms HDB Flat,1302,3,2,399000,306.45,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-14032981/
Woodlands,"Woodlands, Blk 173","Blk 173, Woodlands Street 13, 730173",730173,5 Rooms HDB Flat,1302,3,2,399000,371.74721189591077,Alvin Ong - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14070175/
Woodlands,"Woodlands, Blk 682B","Blk 682B, Woodlands Drive 62, 732682",732682,5 Rooms HDB Flat,1292,3,2,399000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-13461289/
Woodlands,"Woodlands, Blk 35","Blk 35, MARSILING DRIVE, 730035",730035,5 Rooms HDB Flat,1270,3,2,308000,242.58,Max Ang - ORANGETEE & TIE PTE LTD,/woodlands/sale-14092432/
Woodlands,"Woodlands, Blk 896C","Blk 896C, WOODLANDS DRIVE 50, 732896",732896,5 Rooms HDB Flat,1270,3,2,390000,307.09,Timothy Tan - ORANGETEE & TIE PTE LTD,/woodlands/sale-14105472/
Woodlands,"Woodlands, Blk 124","Blk 124, Marsiling Rise, 730124",730124,4 Rooms HDB Flat,1194,3,2,330000,371.74721189591077,Heikal  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14109117/
Woodlands,"Woodlands, Blk 124","Blk 124, Marsiling Rise, 730124",730124,4 Rooms HDB Flat,1194,3,2,340000,371.74721189591077,Heikal  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14110374/
Woodlands,"Woodlands, Blk 682A","Blk 682A, WOODLANDS DRIVE 62, 731682",731682,5 Rooms HDB Flat,1130,3,2,380000,336.28,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13578793/
Woodlands,"Woodlands, Blk 213","Blk 213, MARSILING CRESCENT, 730213",730213,4 Rooms HDB Flat,1119,3,2,320000,285.97,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582440/
Woodlands,"Woodlands, Blk 759","Blk 759, WOODLANDS AVENUE 6, 730759",730759,4 Rooms HDB Flat,1098,3,2,330000,300.55,Nasser A L - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13996323/
Woodlands,"Woodlands, Blk 727","Blk 727, WOODLANDS CIRCLE, 730727",730727,4 Rooms HDB Flat,1098,3,2,350000,318.76,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582596/
Woodlands,"Woodlands, Blk 725","Blk 725, WOODLANDS AVENUE 6, 730725",730725,4 Rooms HDB Flat,1097,3,2,330000,300.82,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13578797/
Woodlands,"Woodlands, Blk 787E","Blk 787E, Woodlands Crescent, 735787",735787,4 Rooms HDB Flat,1087,3,2,318000,292.55,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-14015303/
Woodlands,"Woodlands, Blk 778","Blk 778, Woodlands Drive 60, 730778",730778,4 Rooms HDB Flat,1087,3,2,328000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-13579761/
Woodlands,"Woodlands, Blk 683B","Blk 683B, WOODLANDS DRIVE 62, 732683",732683,4 Rooms HDB Flat,1087,3,2,370000,340.39,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582568/
Woodlands,"Woodlands, Blk 545","Blk 545, 545 Woodlands Drive 16, 730545",730545,4 Rooms HDB Flat,1076,3,2,350000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/woodlands/sale-14110339/
Woodlands,"Woodlands, Blk 701","Blk 701, WOODLANDS DRIVE 40, 730701",730701,4 Rooms HDB Flat,1076,3,2,370000,343.87,Max Ang - ORANGETEE & TIE PTE LTD,/woodlands/sale-14094008/
Woodlands,"Woodlands, Blk 728","Blk 728, Woodlands Circle, 730728",730728,4 Rooms HDB Flat,1076,3,2,375000,371.74721189591077,Alvin Ong - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14077118/
Woodlands,"Woodlands, Blk 892B","Blk 892B, WOODLANDS DRIVE 50, 731892",731892,4 Rooms HDB Flat,1066,3,2,370000,347.09,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582443/
Woodlands,"Woodlands, Blk 897C","Blk 897C, WOODLANDS DRIVE 50, 732897",732897,4 Rooms HDB Flat,1065,3,2,340000,319.25,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582442/
Woodlands,"Woodlands, Blk 28","Blk 28, MARSILING DRIVE, 730028",730028,4 Rooms HDB Flat,1044,3,2,265000,253.83,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-13454397/
Woodlands,"Woodlands, Blk 202","Blk 202, MARSILING DRIVE, 730202",730202,4 Rooms HDB Flat,1033,3,2,280000,271.06,Nasser A L - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13996321/
Woodlands,"Woodlands, Blk 202","Blk 202, MARSILING DRIVE, 730202",730202,4 Rooms HDB Flat,1001,3,2,280000,279.72,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582439/
Woodlands,"Woodlands, Blk 113","Blk 113, WOODLANDS STREET 13, 730113",730113,4 Rooms HDB Flat,1001,3,2,330000,329.67,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582438/
Woodlands,"Woodlands, Blk 887A","Blk 887A, Woodlands Drive 50, 731887",731887,4 Rooms HDB Flat,1001,3,2,399999,371.74721189591077,Vincent Thng - HUTTONS ASIA PTE LTD,/woodlands/sale-13939773/
Woodlands,"Woodlands, Blk 205","Blk 205, Marsiling Drive, 730205",730205,4 Rooms HDB Flat,990,3,2,289000,371.74721189591077,Nick Hoe - PROPNEX REALTY PTE LTD,/woodlands/sale-14091721/
Woodlands,"Woodlands, Blk 780E","Blk 780E, Woodlands Crescent, 735780",735780,4 Rooms HDB Flat,990,3,2,355000,371.74721189591077,Warren Chan - PROPSELLER PTE. LTD.,/woodlands/sale-14108704/
Woodlands,"Woodlands, Blk 782A","Blk 782A, Woodlands Crescent, 731782",731782,4 Rooms HDB Flat,990,3,2,400000,371.74721189591077,Heikal  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14110617/
Woodlands,"Woodlands, Blk 12C","Blk 12C, Marsiling Lane, 733012",733012,4 Rooms HDB Flat,990,3,2,400000,371.74721189591077,Heikal  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14109982/
Woodlands,"Woodlands, Blk 12C","Blk 12C, Marsiling Lane, 733012",733012,4 Rooms HDB Flat,990,3,2,400000,371.74721189591077,Heikal  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14109119/
Woodlands,"Woodlands, Blk 105","Blk 105, Woodlands Street 13, 730105",730105,4 Rooms HDB Flat,980,3,2,335000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/woodlands/sale-14005055/
Woodlands,"Woodlands, Blk 617","Blk 617, WOODLANDS AVENUE 4, 730617",730617,4 Rooms HDB Flat,980,3,2,350000,357.14,Alvin Lim - PROPNEX REALTY PTE LTD,/woodlands/sale-14015571/
Woodlands,"Woodlands, Blk 579","Blk 579, WOODLANDS DRIVE 16, 730579",730579,4 Rooms HDB Flat,980,3,2,365000,372.45,Prabu Haridas - ERA REALTY NETWORK PTE LTD,/woodlands/sale-14106889/
Woodlands,"Woodlands, Blk 554","Blk 554, WOODLANDS DRIVE 53, 730554",730554,3 Rooms HDB Flat,969,3,2,308000,318.05,CH Tan  - PROPNEX REALTY PTE LTD,/woodlands/sale-14032105/
Woodlands,"Woodlands, Blk 688A","Blk 688A, WOODLANDS DRIVE 75, 731688",731688,4 Rooms HDB Flat,968,3,2,340000,351.24,Andrew Chan  - ERA REALTY NETWORK PTE LTD,/woodlands/sale-13582444/
Woodlands,"Woodlands, Blk 845","Blk 845, WOODLANDS STREET 82, 730845",730845,4 Rooms HDB Flat,904,3,2,320000,353.98,Hazel Tan - PROPNEX REALTY PTE LTD,/woodlands/sale-14036076/
Woodlands,"Woodlands, Blk 845","Blk 845, WOODLANDS STREET 82, 730845",730845,4 Rooms HDB Flat,904,3,2,328000,362.9,Susan Ong - PROPNEX REALTY PTE LTD,/woodlands/sale-14090416/
Woodlands,"Woodlands, Blk 782C","Blk 782C, WOODLANDS CRESCENT, 733782",733782,4 Rooms HDB Flat,900,3,2,335000,372.22,Angela Oh - PROPNEX REALTY PTE LTD,/woodlands/sale-14106987/
Yishun,"Yishun, Blk 430A","Blk 430A, YISHUN AVENUE 11, 761430",761430,4 Rooms HDB Flat,10656,3,2,380000,35.67,Josephine Yap - PROPNEX REALTY PTE LTD,/yishun/sale-14090511/
Yishun,"Yishun, Blk 603","Blk 603, Yishun Street 61, 760603",760603,5 Rooms HDB Flat,1302,3,2,380000,371.74721189591077,Alvin Ong - ERA REALTY NETWORK PTE LTD,/yishun/sale-13528842/
Yishun,"Yishun, Blk 647","Blk 647, YISHUN STREET 61, 760647",760647,5 Rooms HDB Flat,1302,3,2,380000,291.86,Novan Ng - PROPNEX REALTY PTE LTD,/yishun/sale-13405855/
Yishun,"Yishun, Blk 350","Blk 350, YISHUN AVENUE 11, 760350",760350,5 Rooms HDB Flat,1302,3,2,398000,305.68,Parry Tiwari  - ERA REALTY NETWORK PTE LTD,/yishun/sale-14110291/
Yishun,"Yishun, Blk 437","Blk 437, YISHUN AVENUE 6, 760437",760437,4 Rooms HDB Flat,1119,3,2,330000,294.91,Eric Tay - PROPNEX REALTY PTE LTD,/yishun/sale-14108602/
Yishun,"Yishun, Blk 407","Blk 407, Yishun Avenue 6, 760407",760407,4 Rooms HDB Flat,1119,3,2,360000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/yishun/sale-14032902/
Yishun,"Yishun, Blk 821","Blk 821, YISHUN STREET 81, 760821",760821,4 Rooms HDB Flat,1109,3,2,388000,349.86,Angela Oh - PROPNEX REALTY PTE LTD,/yishun/sale-14106989/
Yishun,"Yishun, Blk 318B","Blk 318B, YISHUN AVENUE 9, 762318",762318,4 Rooms HDB Flat,990,3,2,388000,391.95,Kumar  - PROPNEX REALTY PTE LTD,/yishun/sale-14110064/
Yishun,"Yishun, Blk 431B","Blk 431B, YISHUN AVENUE 1, 762431",762431,4 Rooms HDB Flat,990,3,2,399000,403.06,Khairul  - ERA REALTY NETWORK PTE LTD,/yishun/sale-14109590/
Yishun,"Yishun, Blk 641","Blk 641, YISHUN STREET 61, 760641",760641,4 Rooms HDB Flat,980,3,2,305000,311.22,Nasser A L - ERA REALTY NETWORK PTE LTD,/yishun/sale-13996330/
Yishun,"Yishun, Blk 620","Blk 620, 620 Yishun Ring Road, 760620",760620,4 Rooms HDB Flat,914,3,2,320000,371.74721189591077,Azhar Sulaiman - PROPNEX REALTY PTE LTD,/yishun/sale-14110933/
Yishun,"Yishun, Blk 663","Blk 663, Yishun Avenue 4, 760663",760663,4 Rooms HDB Flat,904,3,2,299000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/yishun/sale-14029571/
Yishun,"Yishun, Blk 663","Blk 663, Yishun Avenue 4, 760663",760663,4 Rooms HDB Flat,904,3,2,299000,371.74721189591077,Joan Bagus - PROPNEX REALTY PTE LTD,/yishun/sale-14028670/
Yishun,"Yishun, Blk 279","Blk 279, YISHUN STREET 22, 760279",760279,4 Rooms HDB Flat,904,3,2,300000,331.86,Adeline Koh - ERA REALTY NETWORK PTE LTD,/yishun/sale-14053117/
Yishun,"Yishun, Blk 762","Blk 762, YISHUN STREET 72, 760762",760762,4 Rooms HDB Flat,904,3,2,338000,373.89,Sunny Phua - ERA REALTY NETWORK PTE LTD,/yishun/sale-14111493/
Yishun,"Yishun, Blk 636","Blk 636, YISHUN STREET 61, 760636",760636,4 Rooms HDB Flat,893,3,2,289000,323.63,Joan Bagus - PROPNEX REALTY PTE LTD,/yishun/sale-13431157/
